Sexo,Comunidades y Ciudades Autónomas,Edad,Periodo,Total,Total2
Hombres,Asturias,De 16 a 19 años,2006T4,31,65
Hombres,Asturias,De 16 a 19 años,2006T3,8,84
Hombres,Asturias,De 16 a 19 años,2006T2,31,45
Hombres,Asturias,De 16 a 19 años,2006T1,30,72
Hombres,Asturias,De 16 a 19 años,2005T4,18,53
Hombres,Asturias,De 16 a 19 años,2005T3,30,67
Hombres,Asturias,De 16 a 19 años,2005T2,28,7
Hombres,Asturias,De 16 a 19 años,2005T1,29,17
Hombres,Asturias,De 16 a 19 años,2004T4,26,21
Hombres,Asturias,De 16 a 19 años,2004T3,30,53
Hombres,Asturias,De 16 a 19 años,2004T2,32,32
Hombres,Asturias,De 16 a 19 años,2004T1,33,45
Hombres,Asturias,De 16 a 19 años,2003T4,38,20
Hombres,Asturias,De 16 a 19 años,2003T3,46,63
Hombres,Asturias,De 16 a 19 años,2003T2,40,29
Hombres,Asturias,De 16 a 19 años,2003T1,50,2
Hombres,Asturias,De 16 a 19 años,2002T4,6,86
Hombres,Asturias,De 16 a 19 años,2002T3,19,54
Hombres,Asturias,De 16 a 19 años,2002T2,27,60
Hombres,Asturias,De 16 a 19 años,2002T1,17,4
Hombres,Asturias,De 20 a 24 años,2023T4,24,60
Hombres,Asturias,De 20 a 24 años,2023T3,25,58
Hombres,Asturias,De 20 a 24 años,2023T2,19,36
Hombres,Asturias,De 20 a 24 años,2023T1,34,92
Hombres,Asturias,De 20 a 24 años,2022T4,51,49
Hombres,Asturias,De 20 a 24 años,2022T3,41,16
Hombres,Asturias,De 20 a 24 años,2022T2,29,37
Hombres,Asturias,De 20 a 24 años,2022T1,16,42
Hombres,Asturias,De 20 a 24 años,2021T4,8,22
Hombres,Asturias,De 20 a 24 años,2021T3,25,85
Hombres,Asturias,De 20 a 24 años,2021T2,25,56
Hombres,Asturias,De 20 a 24 años,2021T1,36,65
Hombres,Asturias,De 20 a 24 años,2020T4,43,57
Hombres,Asturias,De 20 a 24 años,2020T3,42,11
Hombres,Asturias,De 20 a 24 años,2020T2,42,81
Hombres,Asturias,De 20 a 24 años,2020T1,24,45
Hombres,Asturias,De 20 a 24 años,2019T4,30,77
Hombres,Asturias,De 20 a 24 años,2019T3,23,49
Hombres,Asturias,De 20 a 24 años,2019T2,19,30
Hombres,Asturias,De 20 a 24 años,2019T1,26,73
Hombres,Asturias,De 20 a 24 años,2018T4,11,90
Hombres,Asturias,De 20 a 24 años,2018T3,29,67
Hombres,Asturias,De 20 a 24 años,2018T2,40,9
Hombres,Asturias,De 20 a 24 años,2018T1,38,77
Hombres,Asturias,De 20 a 24 años,2017T4,36,59
Hombres,Asturias,De 20 a 24 años,2017T3,37,38
Hombres,Asturias,De 20 a 24 años,2017T2,42,86
Hombres,Asturias,De 20 a 24 años,2017T1,32,18
Hombres,Asturias,De 20 a 24 años,2016T4,51,67
Hombres,Asturias,De 20 a 24 años,2016T3,55,28
Hombres,Asturias,De 20 a 24 años,2016T2,62,19
Hombres,Asturias,De 20 a 24 años,2016T1,53,46
Hombres,Asturias,De 20 a 24 años,2015T4,49,41
Hombres,Asturias,De 20 a 24 años,2015T3,28,81
Hombres,Asturias,De 20 a 24 años,2015T2,48,20
Hombres,Asturias,De 20 a 24 años,2015T1,43,67
Hombres,Asturias,De 20 a 24 años,2014T4,42,71
Hombres,Asturias,De 20 a 24 años,2014T3,33,15
Hombres,Asturias,De 20 a 24 años,2014T2,52,92
Hombres,Asturias,De 20 a 24 años,2014T1,47,7
Hombres,Asturias,De 20 a 24 años,2013T4,38,69
Hombres,Asturias,De 20 a 24 años,2013T3,43,48
Hombres,Asturias,De 20 a 24 años,2013T2,51,65
Hombres,Asturias,De 20 a 24 años,2013T1,59,52
Hombres,Asturias,De 20 a 24 años,2012T4,51,80
Hombres,Asturias,De 20 a 24 años,2012T3,43,3
Hombres,Asturias,De 20 a 24 años,2012T2,40,97
Hombres,Asturias,De 20 a 24 años,2012T1,51,51
Hombres,Asturias,De 20 a 24 años,2011T4,53,35
Hombres,Asturias,De 20 a 24 años,2011T3,49,35
Hombres,Asturias,De 20 a 24 años,2011T2,50,34
Hombres,Asturias,De 20 a 24 años,2011T1,48,16
Hombres,Asturias,De 20 a 24 años,2010T4,40,17
Hombres,Asturias,De 20 a 24 años,2010T3,35,51
Hombres,Asturias,De 20 a 24 años,2010T2,33,11
Hombres,Asturias,De 20 a 24 años,2010T1,42,87
Hombres,Asturias,De 20 a 24 años,2009T4,38,44
Hombres,Asturias,De 20 a 24 años,2009T3,29,30
Hombres,Asturias,De 20 a 24 años,2009T2,27,70
Hombres,Asturias,De 20 a 24 años,2009T1,26,58
Hombres,Asturias,De 20 a 24 años,2008T4,19,96
Hombres,Asturias,De 20 a 24 años,2008T3,17,35
Hombres,Asturias,De 20 a 24 años,2008T2,19,84
Hombres,Asturias,De 20 a 24 años,2008T1,13,0
Hombres,Asturias,De 20 a 24 años,2007T4,14,69
Hombres,Asturias,De 20 a 24 años,2007T3,18,52
Hombres,Asturias,De 20 a 24 años,2007T2,12,92
Hombres,Asturias,De 20 a 24 años,2007T1,11,98
Hombres,Asturias,De 20 a 24 años,2006T4,12,92
Hombres,Asturias,De 20 a 24 años,2006T3,24,67
Hombres,Asturias,De 20 a 24 años,2006T2,19,99
Hombres,Asturias,De 20 a 24 años,2006T1,29,27
Hombres,Asturias,De 20 a 24 años,2005T4,19,99
Hombres,Asturias,De 20 a 24 años,2005T3,17,48
Hombres,Asturias,De 20 a 24 años,2005T2,22,54
Hombres,Asturias,De 20 a 24 años,2005T1,19,91
Hombres,Asturias,De 20 a 24 años,2004T4,23,70
Hombres,Asturias,De 20 a 24 años,2004T3,24,46
Hombres,Asturias,De 20 a 24 años,2004T2,27,29
Hombres,Asturias,De 20 a 24 años,2004T1,17,39
Hombres,Asturias,De 20 a 24 años,2003T4,16,28
Hombres,Asturias,De 20 a 24 años,2003T3,18,13
Hombres,Asturias,De 20 a 24 años,2003T2,14,67
Hombres,Asturias,De 20 a 24 años,2003T1,22,67
Hombres,Asturias,De 20 a 24 años,2002T4,19,40
Hombres,Asturias,De 20 a 24 años,2002T3,21,53
Hombres,Asturias,De 20 a 24 años,2002T2,17,65
Hombres,Asturias,De 20 a 24 años,2002T1,19,50
Hombres,Asturias,De 25 a 54 años,2023T4,10,59
Hombres,Asturias,De 25 a 54 años,2023T3,10,25
Hombres,Asturias,De 25 a 54 años,2023T2,9,16
Hombres,Asturias,De 25 a 54 años,2023T1,11,81
Hombres,Asturias,De 25 a 54 años,2022T4,11,71
Hombres,Asturias,De 25 a 54 años,2022T3,10,68
Hombres,Asturias,De 25 a 54 años,2022T2,10,40
Hombres,Asturias,De 25 a 54 años,2022T1,10,14
Hombres,Asturias,De 25 a 54 años,2021T4,9,28
Hombres,Asturias,De 25 a 54 años,2021T3,11,67
Hombres,Asturias,De 25 a 54 años,2021T2,11,53
Hombres,Asturias,De 25 a 54 años,2021T1,12,45
Hombres,Asturias,De 25 a 54 años,2020T4,12,24
Hombres,Asturias,De 25 a 54 años,2020T3,12,37
Hombres,Asturias,De 25 a 54 años,2020T2,15,48
Hombres,Asturias,De 25 a 54 años,2020T1,14,46
Hombres,Asturias,De 25 a 54 años,2019T4,12,18
Hombres,Asturias,De 25 a 54 años,2019T3,14,39
Hombres,Asturias,De 25 a 54 años,2019T2,12,89
Hombres,Asturias,De 25 a 54 años,2019T1,14,77
Hombres,Asturias,De 25 a 54 años,2018T4,12,41
Hombres,Asturias,De 25 a 54 años,2018T3,13,32
Hombres,Asturias,De 25 a 54 años,2018T2,10,39
Hombres,Asturias,De 25 a 54 años,2018T1,13,55
Hombres,Asturias,De 25 a 54 años,2017T4,13,68
Hombres,Asturias,De 25 a 54 años,2017T3,13,45
Hombres,Asturias,De 25 a 54 años,2017T2,11,20
Hombres,Asturias,De 25 a 54 años,2017T1,14,62
Hombres,Asturias,De 25 a 54 años,2016T4,15,21
Hombres,Asturias,De 25 a 54 años,2016T3,18,83
Hombres,Asturias,De 25 a 54 años,2016T2,20,68
Hombres,Asturias,De 25 a 54 años,2016T1,19,99
Hombres,Asturias,De 25 a 54 años,2015T4,20,99
Hombres,Asturias,De 25 a 54 años,2015T3,17,79
Hombres,Asturias,De 25 a 54 años,2015T2,21,26
Hombres,Asturias,De 25 a 54 años,2015T1,17,71
Hombres,Asturias,De 25 a 54 años,2014T4,19,46
Hombres,Asturias,De 25 a 54 años,2014T3,18,68
Hombres,Asturias,De 25 a 54 años,2014T2,20,35
Hombres,Asturias,De 25 a 54 años,2014T1,21,93
Hombres,Asturias,De 25 a 54 años,2013T4,22,15
Hombres,Asturias,De 25 a 54 años,2013T3,24,81
Hombres,Asturias,De 25 a 54 años,2013T2,26,15
Hombres,Asturias,De 25 a 54 años,2013T1,25,43
Hombres,Asturias,De 25 a 54 años,2012T4,23,89
Hombres,Asturias,De 25 a 54 años,2012T3,22,48
Hombres,Asturias,De 25 a 54 años,2012T2,22,11
Hombres,Asturias,De 25 a 54 años,2012T1,20,61
Hombres,Asturias,De 25 a 54 años,2011T4,18,74
Hombres,Asturias,De 25 a 54 años,2011T3,16,35
Hombres,Asturias,De 25 a 54 años,2011T2,16,17
Hombres,Asturias,De 25 a 54 años,2011T1,16,9
Hombres,Asturias,De 25 a 54 años,2010T4,14,6
Hombres,Asturias,De 25 a 54 años,2010T3,12,4
Hombres,Asturias,De 25 a 54 años,2010T2,14,58
Hombres,Asturias,De 25 a 54 años,2010T1,14,56
Hombres,Asturias,De 25 a 54 años,2009T4,12,29
Hombres,Asturias,De 25 a 54 años,2009T3,11,74
Hombres,Asturias,De 25 a 54 años,2009T2,12,6
Hombres,Asturias,De 25 a 54 años,2009T1,9,94
Hombres,Asturias,De 25 a 54 años,2008T4,7,65
Hombres,Asturias,De 25 a 54 años,2008T3,5,22
Hombres,Asturias,De 25 a 54 años,2008T2,5,29
Hombres,Asturias,De 25 a 54 años,2008T1,4,60
Hombres,Asturias,De 25 a 54 años,2007T4,5,30
Hombres,Asturias,De 25 a 54 años,2007T3,4,78
Hombres,Asturias,De 25 a 54 años,2007T2,6,60
Hombres,Asturias,De 25 a 54 años,2007T1,6,72
Hombres,Asturias,De 25 a 54 años,2006T4,6,76
Hombres,Asturias,De 25 a 54 años,2006T3,5,39
Hombres,Asturias,De 25 a 54 años,2006T2,4,65
Hombres,Asturias,De 25 a 54 años,2006T1,5,56
Hombres,Asturias,De 25 a 54 años,2005T4,5,99
Hombres,Asturias,De 25 a 54 años,2005T3,6,11
Hombres,Asturias,De 25 a 54 años,2005T2,7,46
Hombres,Asturias,De 25 a 54 años,2005T1,8,68
Hombres,Asturias,De 25 a 54 años,2004T4,6,14
Hombres,Asturias,De 25 a 54 años,2004T3,6,20
Hombres,Asturias,De 25 a 54 años,2004T2,5,55
Hombres,Asturias,De 25 a 54 años,2004T1,7,8
Hombres,Asturias,De 25 a 54 años,2003T4,6,46
Hombres,Asturias,De 25 a 54 años,2003T3,7,19
Hombres,Asturias,De 25 a 54 años,2003T2,6,8
Hombres,Asturias,De 25 a 54 años,2003T1,7,41
Hombres,Asturias,De 25 a 54 años,2002T4,6,44
Hombres,Asturias,De 25 a 54 años,2002T3,6,40
Hombres,Asturias,De 25 a 54 años,2002T2,6,84
Hombres,Asturias,De 25 a 54 años,2002T1,5,81
Hombres,Asturias,55 y más años,2023T4,9,95
Hombres,Asturias,55 y más años,2023T3,9,12
Hombres,Asturias,55 y más años,2023T2,5,96
Hombres,Asturias,55 y más años,2023T1,9,35
Hombres,Asturias,55 y más años,2022T4,11,76
Hombres,Asturias,55 y más años,2022T3,9,22
Hombres,Asturias,55 y más años,2022T2,8,89
Hombres,Asturias,55 y más años,2022T1,6,23
Hombres,Asturias,55 y más años,2021T4,10,76
Hombres,Asturias,55 y más años,2021T3,7,27
Hombres,Asturias,55 y más años,2021T2,10,60
Hombres,Asturias,55 y más años,2021T1,8,67
Hombres,Asturias,55 y más años,2020T4,8,62
Hombres,Asturias,55 y más años,2020T3,11,39
Hombres,Asturias,55 y más años,2020T2,10,18
Hombres,Asturias,55 y más años,2020T1,9,36
Hombres,Asturias,55 y más años,2019T4,10,83
Hombres,Asturias,55 y más años,2019T3,10,33
Hombres,Asturias,55 y más años,2019T2,7,28
Hombres,Asturias,55 y más años,2019T1,7,27
Hombres,Asturias,55 y más años,2018T4,6,69
Hombres,Asturias,55 y más años,2018T3,7,9
Hombres,Asturias,55 y más años,2018T2,7,5
Hombres,Asturias,55 y más años,2018T1,10,36
Hombres,Asturias,55 y más años,2017T4,8,94
Hombres,Asturias,55 y más años,2017T3,10,5
Hombres,Asturias,55 y más años,2017T2,8,79
Hombres,Asturias,55 y más años,2017T1,6,55
Hombres,Asturias,55 y más años,2016T4,5,96
Hombres,Asturias,55 y más años,2016T3,9,36
Hombres,Asturias,55 y más años,2016T2,13,58
Hombres,Asturias,55 y más años,2016T1,12,0
Hombres,Asturias,55 y más años,2015T4,14,23
Hombres,Asturias,55 y más años,2015T3,13,51
Hombres,Asturias,55 y más años,2015T2,13,66
Hombres,Asturias,55 y más años,2015T1,16,9
Hombres,Asturias,55 y más años,2014T4,18,9
Hombres,Asturias,55 y más años,2014T3,13,72
Hombres,Asturias,55 y más años,2014T2,11,64
Hombres,Asturias,55 y más años,2014T1,10,72
Hombres,Asturias,55 y más años,2013T4,9,61
Hombres,Asturias,55 y más años,2013T3,7,70
Hombres,Asturias,55 y más años,2013T2,9,37
Hombres,Asturias,55 y más años,2013T1,11,79
Hombres,Asturias,55 y más años,2012T4,13,3
Hombres,Asturias,55 y más años,2012T3,12,92
Hombres,Asturias,55 y más años,2012T2,9,95
Hombres,Asturias,55 y más años,2012T1,7,27
Hombres,Asturias,55 y más años,2011T4,13,21
Hombres,Asturias,55 y más años,2011T3,12,39
Hombres,Asturias,55 y más años,2011T2,14,99
Hombres,Asturias,55 y más años,2011T1,14,29
Hombres,Asturias,55 y más años,2010T4,11,81
Hombres,Asturias,55 y más años,2010T3,10,17
Hombres,Asturias,55 y más años,2010T2,11,51
Hombres,Asturias,55 y más años,2010T1,10,81
Hombres,Asturias,55 y más años,2009T4,6,41
Hombres,Asturias,55 y más años,2009T3,6,41
Hombres,Asturias,55 y más años,2009T2,6,21
Hombres,Asturias,55 y más años,2009T1,6,5
Hombres,Asturias,55 y más años,2008T4,5,11
Hombres,Asturias,55 y más años,2008T3,3,19
Hombres,Asturias,55 y más años,2008T2,3,54
Hombres,Asturias,55 y más años,2008T1,6,55
Hombres,Asturias,55 y más años,2007T4,5,58
Hombres,Asturias,55 y más años,2007T3,3,40
Hombres,Asturias,55 y más años,2007T2,3,99
Hombres,Asturias,55 y más años,2007T1,2,92
Hombres,Asturias,55 y más años,2006T4,3,69
Hombres,Asturias,55 y más años,2006T3,2,50
Hombres,Asturias,55 y más años,2006T2,2,98
Hombres,Asturias,55 y más años,2006T1,3,36
Hombres,Asturias,55 y más años,2005T4,1,56
Hombres,Asturias,55 y más años,2005T3,1,54
Hombres,Asturias,55 y más años,2005T2,6,60
Hombres,Asturias,55 y más años,2005T1,6,56
Hombres,Asturias,55 y más años,2004T4,1,95
Hombres,Asturias,55 y más años,2004T3,2,23
Hombres,Asturias,55 y más años,2004T2,2,15
Hombres,Asturias,55 y más años,2004T1,2,76
Hombres,Asturias,55 y más años,2003T4,2,67
Hombres,Asturias,55 y más años,2003T3,5,77
Hombres,Asturias,55 y más años,2003T2,7,37
Hombres,Asturias,55 y más años,2003T1,5,20
Hombres,Asturias,55 y más años,2002T4,3,76
Hombres,Asturias,55 y más años,2002T3,2,60
Hombres,Asturias,55 y más años,2002T2,1,23
Hombres,Asturias,55 y más años,2002T1,0,61
Hombres,Illes Balears,Total,2023T4,10,99
Hombres,Illes Balears,Total,2023T3,5,60
Hombres,Illes Balears,Total,2023T2,6,96
Hombres,Illes Balears,Total,2023T1,17,18
Hombres,Illes Balears,Total,2022T4,10,23
Hombres,Illes Balears,Total,2022T3,5,21
Hombres,Illes Balears,Total,2022T2,8,0
Hombres,Illes Balears,Total,2022T1,16,38
Hombres,Illes Balears,Total,2021T4,14,19
Hombres,Illes Balears,Total,2021T3,9,78
Hombres,Illes Balears,Total,2021T2,13,86
Hombres,Illes Balears,Total,2021T1,16,91
Hombres,Illes Balears,Total,2020T4,16,62
Hombres,Illes Balears,Total,2020T3,13,88
Hombres,Illes Balears,Total,2020T2,14,86
Hombres,Illes Balears,Total,2020T1,14,57
Hombres,Illes Balears,Total,2019T4,9,43
Hombres,Illes Balears,Total,2019T3,8,0
Hombres,Illes Balears,Total,2019T2,9,20
Hombres,Illes Balears,Total,2019T1,14,74
Hombres,Illes Balears,Total,2018T4,11,38
Hombres,Illes Balears,Total,2018T3,7,52
Hombres,Illes Balears,Total,2018T2,11,20
Hombres,Illes Balears,Total,2018T1,18,45
Hombres,Illes Balears,Total,2017T4,13,77
Hombres,Illes Balears,Total,2017T3,9,33
Hombres,Illes Balears,Total,2017T2,10,97
Hombres,Illes Balears,Total,2017T1,15,79
Hombres,Illes Balears,Total,2016T4,12,95
Hombres,Illes Balears,Total,2016T3,10,37
Hombres,Illes Balears,Total,2016T2,11,98
Hombres,Illes Balears,Total,2016T1,18,58
Hombres,Illes Balears,Total,2015T4,17,28
Hombres,Illes Balears,Total,2015T3,15,43
Hombres,Illes Balears,Total,2015T2,15,30
Hombres,Illes Balears,Total,2015T1,21,65
Hombres,Illes Balears,Total,2014T4,19,92
Hombres,Illes Balears,Total,2014T3,17,55
Hombres,Illes Balears,Total,2014T2,20,55
Hombres,Illes Balears,Total,2014T1,27,97
Hombres,Illes Balears,Total,2013T4,24,34
Hombres,Illes Balears,Total,2013T3,17,48
Hombres,Illes Balears,Total,2013T2,20,51
Hombres,Illes Balears,Total,2013T1,28,2
Hombres,Illes Balears,Total,2012T4,24,29
Hombres,Illes Balears,Total,2012T3,19,10
Hombres,Illes Balears,Total,2012T2,19,65
Hombres,Illes Balears,Total,2012T1,26,89
Hombres,Illes Balears,Total,2011T4,25,79
Hombres,Illes Balears,Total,2011T3,19,62
Hombres,Illes Balears,Total,2011T2,20,37
Hombres,Illes Balears,Total,2011T1,23,77
Hombres,Illes Balears,Total,2010T4,22,90
Hombres,Illes Balears,Total,2010T3,18,36
Hombres,Illes Balears,Total,2010T2,20,1
Hombres,Illes Balears,Total,2010T1,22,4
Hombres,Illes Balears,Total,2009T4,20,80
Hombres,Illes Balears,Total,2009T3,17,89
Hombres,Illes Balears,Total,2009T2,19,52
Hombres,Illes Balears,Total,2009T1,18,80
Hombres,Illes Balears,Total,2008T4,12,44
Hombres,Illes Balears,Total,2008T3,9,65
Hombres,Illes Balears,Total,2008T2,7,58
Hombres,Illes Balears,Total,2008T1,9,11
Hombres,Illes Balears,Total,2007T4,8,28
Hombres,Illes Balears,Total,2007T3,3,82
Hombres,Illes Balears,Total,2007T2,4,1
Hombres,Illes Balears,Total,2007T1,8,10
Hombres,Illes Balears,Total,2006T4,5,63
Hombres,Illes Balears,Total,2006T3,3,98
Hombres,Illes Balears,Total,2006T2,5,28
Hombres,Illes Balears,Total,2006T1,6,13
Hombres,Illes Balears,Total,2005T4,5,43
Hombres,Illes Balears,Total,2005T3,2,88
Hombres,Illes Balears,Total,2005T2,4,25
Hombres,Illes Balears,Total,2005T1,8,38
Hombres,Illes Balears,Total,2004T4,6,47
Hombres,Illes Balears,Total,2004T3,6,13
Hombres,Illes Balears,Total,2004T2,7,92
Hombres,Illes Balears,Total,2004T1,9,69
Hombres,Illes Balears,Total,2003T4,9,22
Hombres,Illes Balears,Total,2003T3,6,19
Hombres,Illes Balears,Total,2003T2,7,68
Hombres,Illes Balears,Total,2003T1,9,7
Hombres,Illes Balears,Total,2002T4,8,30
Hombres,Illes Balears,Total,2002T3,5,7
Hombres,Illes Balears,Total,2002T2,5,3
Hombres,Illes Balears,Total,2002T1,7,4
Hombres,Illes Balears,Menores de 25 años,2023T4,27,9
Hombres,Illes Balears,Menores de 25 años,2023T3,11,92
Hombres,Illes Balears,Menores de 25 años,2023T2,21,34
Hombres,Illes Balears,Menores de 25 años,2023T1,32,45
Hombres,Illes Balears,Menores de 25 años,2022T4,28,77
Hombres,Illes Balears,Menores de 25 años,2022T3,20,58
Hombres,Illes Balears,Menores de 25 años,2022T2,19,50
Hombres,Illes Balears,Menores de 25 años,2022T1,42,29
Hombres,Illes Balears,Menores de 25 años,2021T4,32,68
Hombres,Illes Balears,Menores de 25 años,2021T3,20,2
Hombres,Illes Balears,Menores de 25 años,2021T2,34,50
Hombres,Illes Balears,Menores de 25 años,2021T1,45,30
Hombres,Illes Balears,Menores de 25 años,2020T4,46,3
Hombres,Illes Balears,Menores de 25 años,2020T3,38,73
Hombres,Illes Balears,Menores de 25 años,2020T2,37,77
Hombres,Illes Balears,Menores de 25 años,2020T1,33,84
Hombres,Illes Balears,Menores de 25 años,2019T4,24,91
Hombres,Illes Balears,Menores de 25 años,2019T3,20,64
Hombres,Illes Balears,Menores de 25 años,2019T2,30,24
Hombres,Illes Balears,Menores de 25 años,2019T1,32,43
Hombres,Illes Balears,Menores de 25 años,2018T4,22,47
Hombres,Illes Balears,Menores de 25 años,2018T3,18,16
Hombres,Illes Balears,Menores de 25 años,2018T2,40,58
Hombres,Illes Balears,Menores de 25 años,2018T1,42,91
Hombres,Illes Balears,Menores de 25 años,2017T4,31,98
Hombres,Illes Balears,Menores de 25 años,2017T3,20,20
Hombres,Illes Balears,Menores de 25 años,2017T2,36,14
Hombres,Illes Balears,Menores de 25 años,2017T1,40,71
Hombres,Illes Balears,Menores de 25 años,2016T4,38,41
Hombres,Illes Balears,Menores de 25 años,2016T3,26,48
Hombres,Illes Balears,Menores de 25 años,2016T2,36,66
Hombres,Illes Balears,Menores de 25 años,2016T1,55,9
Hombres,Illes Balears,Menores de 25 años,2015T4,52,26
Hombres,Illes Balears,Menores de 25 años,2015T3,36,90
Hombres,Illes Balears,Menores de 25 años,2015T2,44,84
Hombres,Illes Balears,Menores de 25 años,2015T1,56,62
Hombres,Illes Balears,Menores de 25 años,2014T4,47,10
Hombres,Illes Balears,Menores de 25 años,2014T3,38,71
Hombres,Illes Balears,Menores de 25 años,2014T2,38,67
Hombres,Illes Balears,Menores de 25 años,2014T1,48,73
Hombres,Illes Balears,Menores de 25 años,2013T4,41,65
Hombres,Illes Balears,Menores de 25 años,2013T3,28,25
Hombres,Illes Balears,Menores de 25 años,2013T2,38,15
Hombres,Illes Balears,Menores de 25 años,2013T1,57,14
Hombres,Illes Balears,Menores de 25 años,2012T4,59,71
Hombres,Illes Balears,Menores de 25 años,2012T3,36,77
Hombres,Illes Balears,Menores de 25 años,2012T2,39,75
Hombres,Illes Balears,Menores de 25 años,2012T1,49,25
Hombres,Illes Balears,Menores de 25 años,2011T4,62,5
Hombres,Illes Balears,Menores de 25 años,2011T3,38,9
Hombres,Illes Balears,Menores de 25 años,2011T2,45,38
Hombres,Illes Balears,Menores de 25 años,2011T1,53,12
Hombres,Illes Balears,Menores de 25 años,2010T4,49,13
Hombres,Illes Balears,Menores de 25 años,2010T3,44,92
Hombres,Illes Balears,Menores de 25 años,2010T2,52,60
Hombres,Illes Balears,Menores de 25 años,2010T1,48,98
Hombres,Illes Balears,Menores de 25 años,2009T4,47,29
Hombres,Illes Balears,Menores de 25 años,2009T3,35,86
Hombres,Illes Balears,Menores de 25 años,2009T2,39,45
Hombres,Illes Balears,Menores de 25 años,2009T1,34,93
Hombres,Illes Balears,Menores de 25 años,2008T4,24,45
Hombres,Illes Balears,Menores de 25 años,2008T3,30,30
Hombres,Illes Balears,Menores de 25 años,2008T2,27,21
Hombres,Illes Balears,Menores de 25 años,2008T1,19,41
Hombres,Illes Balears,Menores de 25 años,2007T4,15,33
Hombres,Illes Balears,Menores de 25 años,2007T3,5,4
Hombres,Illes Balears,Menores de 25 años,2007T2,12,27
Hombres,Illes Balears,Menores de 25 años,2007T1,18,25
Hombres,Illes Balears,Menores de 25 años,2006T4,13,25
Hombres,Illes Balears,Menores de 25 años,2006T3,5,98
Hombres,Illes Balears,Menores de 25 años,2006T2,8,68
Hombres,Illes Balears,Menores de 25 años,2006T1,15,73
Hombres,Illes Balears,Menores de 25 años,2005T4,13,91
Hombres,Illes Balears,Menores de 25 años,2005T3,8,85
Hombres,Illes Balears,Menores de 25 años,2005T2,12,19
Hombres,Illes Balears,Menores de 25 años,2005T1,22,7
Hombres,Illes Balears,Menores de 25 años,2004T4,16,87
Hombres,Illes Balears,Menores de 25 años,2004T3,13,25
Hombres,Illes Balears,Menores de 25 años,2004T2,18,64
Hombres,Illes Balears,Menores de 25 años,2004T1,26,88
Hombres,Illes Balears,Menores de 25 años,2003T4,22,73
Hombres,Illes Balears,Menores de 25 años,2003T3,14,17
Hombres,Illes Balears,Menores de 25 años,2003T2,17,86
Hombres,Illes Balears,Menores de 25 años,2003T1,21,98
Hombres,Illes Balears,Menores de 25 años,2002T4,20,89
Hombres,Illes Balears,Menores de 25 años,2002T3,9,0
Hombres,Illes Balears,Menores de 25 años,2002T2,9,63
Hombres,Illes Balears,Menores de 25 años,2002T1,11,45
Hombres,Illes Balears,25 y más años,2023T4,9,60
Hombres,Illes Balears,25 y más años,2023T3,5,1
Hombres,Illes Balears,25 y más años,2023T2,5,89
Hombres,Illes Balears,25 y más años,2023T1,16,11
Hombres,Illes Balears,25 y más años,2022T4,8,83
Hombres,Illes Balears,25 y más años,2022T3,3,72
Hombres,Illes Balears,25 y más años,2022T2,7,10
Hombres,Illes Balears,25 y más años,2022T1,14,63
Hombres,Illes Balears,25 y más años,2021T4,13,23
Hombres,Illes Balears,25 y más años,2021T3,8,90
Hombres,Illes Balears,25 y más años,2021T2,12,42
Hombres,Illes Balears,25 y más años,2021T1,15,25
Hombres,Illes Balears,25 y más años,2020T4,14,26
Hombres,Illes Balears,25 y más años,2020T3,11,56
Hombres,Illes Balears,25 y más años,2020T2,13,50
Hombres,Illes Balears,25 y más años,2020T1,13,20
Hombres,Illes Balears,25 y más años,2019T4,8,26
Hombres,Illes Balears,25 y más años,2019T3,6,84
Hombres,Illes Balears,25 y más años,2019T2,7,44
Hombres,Illes Balears,25 y más años,2019T1,13,30
Hombres,Illes Balears,25 y más años,2018T4,10,56
Hombres,Illes Balears,25 y más años,2018T3,6,48
Hombres,Illes Balears,25 y más años,2018T2,8,42
Hombres,Illes Balears,25 y más años,2018T1,16,57
Hombres,Illes Balears,25 y más años,2017T4,12,38
Hombres,Illes Balears,25 y más años,2017T3,8,34
Hombres,Illes Balears,25 y más años,2017T2,9,15
Hombres,Illes Balears,25 y más años,2017T1,14,18
Hombres,Illes Balears,25 y más años,2016T4,11,1
Hombres,Illes Balears,25 y más años,2016T3,8,93
Hombres,Illes Balears,25 y más años,2016T2,9,94
Hombres,Illes Balears,25 y más años,2016T1,15,72
Hombres,Illes Balears,25 y más años,2015T4,14,50
Hombres,Illes Balears,25 y más años,2015T3,13,41
Hombres,Illes Balears,25 y más años,2015T2,13,12
Hombres,Illes Balears,25 y más años,2015T1,19,29
Hombres,Illes Balears,25 y más años,2014T4,17,88
Hombres,Illes Balears,25 y más años,2014T3,15,59
Hombres,Illes Balears,25 y más años,2014T2,19,30
Hombres,Illes Balears,25 y más años,2014T1,26,49
Hombres,Illes Balears,25 y más años,2013T4,23,10
Hombres,Illes Balears,25 y más años,2013T3,16,50
Hombres,Illes Balears,25 y más años,2013T2,19,7
Hombres,Illes Balears,25 y más años,2013T1,25,64
Hombres,Illes Balears,25 y más años,2012T4,21,42
Hombres,Illes Balears,25 y más años,2012T3,17,43
Hombres,Illes Balears,25 y más años,2012T2,17,91
Hombres,Illes Balears,25 y más años,2012T1,25,4
Hombres,Illes Balears,25 y más años,2011T4,22,66
